0.00,0.88,19.425319,-99.134025,3.5,4.38,5.25,6.13,7,7.88,8.75,9.63,10.5
0.08,0.87,19.425329,-99.134017,3.47,4.33,5.2,6.07,6.93,7.8,8.67,9.53,10.4
0.16,0.86,19.425338,-99.13401,3.43,4.29,5.15,6,6.86,7.72,8.58,9.43,10.29
0.25,0.85,19.425348,-99.134002,3.39,4.24,5.09,5.94,6.79,7.64,8.49,9.33,10.18
0.33,0.84,19.425357,-99.133995,3.36,4.2,5.04,5.87,6.71,7.55,8.39,9.23,10.07
0.41,0.83,19.425367,-99.133987,3.32,4.15,4.98,5.81,6.64,7.47,8.3,9.13,9.96
0.49,0.82,19.425376,-99.133979,3.28,4.1,4.92,5.74,6.56,7.38,8.2,9.02,9.84
0.57,0.81,19.425386,-99.133972,3.24,4.05,4.86,5.67,6.48,7.29,8.1,8.91,9.72
0.65,0.8,19.425395,-99.133964,3.2,4,4.8,5.6,6.39,7.19,7.99,8.79,9.59
0.73,0.79,19.425405,-99.133956,3.15,3.94,4.73,5.52,6.31,7.1,7.89,8.68,9.46
0.82,0.78,19.425415,-99.133949,3.11,3.89,4.67,5.45,6.22,7,7.78,8.56,9.33
0.90,0.77,19.425424,-99.133941,3.07,3.83,4.6,5.37,6.13,6.9,7.67,8.43,9.2
0.98,0.76,19.425434,-99.133934,3.02,3.78,4.53,5.29,6.04,6.8,7.55,8.31,9.07
1.06,0.74,19.425443,-99.133926,2.98,3.72,4.46,5.21,5.95,6.7,7.44,8.18,8.93
1.14,0.73,19.425453,-99.133918,2.93,3.66,4.39,5.13,5.86,6.59,7.32,8.05,8.79
1.22,0.72,19.425462,-99.133911,2.88,3.6,4.32,5.04,5.76,6.48,7.2,7.92,8.64
1.30,0.71,19.425472,-99.133903,2.83,3.54,4.25,4.96,5.66,6.37,7.08,7.79,8.5
1.38,0.7,19.425481,-99.133895,2.78,3.48,4.17,4.87,5.56,6.26,6.96,7.65,8.35
1.47,0.68,19.425491,-99.133888,2.73,3.41,4.1,4.78,5.46,6.15,6.83,7.51,8.19
1.55,0.67,19.4255,-99.13388,2.68,3.35,4.02,4.69,5.36,6.03,6.7,7.37,8.04
1.63,0.66,19.42551,-99.133872,2.63,3.28,3.94,4.6,5.26,5.91,6.57,7.23,7.88
1.71,0.64,19.425519,-99.133865,2.57,3.22,3.86,4.51,5.15,5.79,6.44,7.08,7.72
1.79,0.63,19.425529,-99.133857,2.52,3.15,3.78,4.41,5.04,5.67,6.3,6.93,7.56
1.87,0.62,19.425539,-99.13385,2.47,3.08,3.7,4.32,4.93,5.55,6.17,6.78,7.4
1.95,0.6,19.425548,-99.133842,2.41,3.01,3.62,4.22,4.82,5.43,6.03,6.63,7.23
2.03,0.59,19.425558,-99.133834,2.36,2.94,3.53,4.12,4.71,5.3,5.89,6.48,7.07
2.11,0.57,19.425567,-99.133827,2.3,2.87,3.45,4.02,4.6,5.17,5.75,6.32,6.9
2.20,0.56,19.425577,-99.133819,2.24,2.8,3.36,3.92,4.48,5.04,5.6,6.16,6.72
2.28,0.55,19.425586,-99.133811,2.18,2.73,3.27,3.82,4.37,4.91,5.46,6,6.55
2.36,0.53,19.425596,-99.133804,2.12,2.66,3.19,3.72,4.25,4.78,5.31,5.84,6.37
2.44,0.52,19.425605,-99.133796,2.06,2.58,3.1,3.61,4.13,4.65,5.16,5.68,6.19
2.52,0.5,19.425615,-99.133789,2,2.51,3.01,3.51,4.01,4.51,5.01,5.51,6.01
2.60,0.49,19.425624,-99.133781,1.94,2.43,2.92,3.4,3.89,4.37,4.86,5.35,5.83
2.68,0.47,19.425634,-99.133773,1.88,2.35,2.82,3.29,3.77,4.24,4.71,5.18,5.65
2.76,0.46,19.425643,-99.133766,1.82,2.28,2.73,3.19,3.64,4.1,4.55,5.01,5.46
2.84,0.44,19.425653,-99.133758,1.76,2.2,2.64,3.08,3.52,3.96,4.4,4.84,5.28
2.92,0.42,19.425662,-99.13375,1.7,2.12,2.54,2.97,3.39,3.81,4.24,4.66,5.09
3.01,0.41,19.425672,-99.133743,1.63,2.04,2.45,2.86,3.26,3.67,4.08,4.49,4.9
3.09,0.39,19.425682,-99.133735,1.57,1.96,2.35,2.74,3.14,3.53,3.92,4.31,4.7
