0.00,-0.22,19.424552,-99.134933,-0.89,-1.12,-1.34,-1.56,-1.79,-2.01,-2.23,-2.46,-2.68
0.09,-0.24,19.424554,-99.134933,-0.96,-1.2,-1.44,-1.68,-1.92,-2.16,-2.4,-2.64,-2.88
0.18,-0.26,19.424556,-99.134933,-1.03,-1.29,-1.54,-1.8,-2.06,-2.31,-2.57,-2.83,-3.09
0.27,-0.27,19.424558,-99.134933,-1.1,-1.37,-1.64,-1.92,-2.19,-2.47,-2.74,-3.01,-3.29
0.37,-0.29,19.42456,-99.134933,-1.16,-1.45,-1.74,-2.03,-2.33,-2.62,-2.91,-3.2,-3.49
0.46,-0.31,19.424562,-99.134933,-1.23,-1.54,-1.84,-2.15,-2.46,-2.77,-3.07,-3.38,-3.69
0.55,-0.32,19.424564,-99.134933,-1.3,-1.62,-1.94,-2.27,-2.59,-2.92,-3.24,-3.56,-3.89
0.64,-0.34,19.424566,-99.134933,-1.36,-1.7,-2.04,-2.38,-2.72,-3.06,-3.4,-3.74,-4.08
0.73,-0.36,19.424568,-99.134933,-1.43,-1.78,-2.14,-2.5,-2.85,-3.21,-3.57,-3.92,-4.28
0.82,-0.37,19.42457,-99.134933,-1.49,-1.86,-2.24,-2.61,-2.98,-3.36,-3.73,-4.1,-4.48
0.92,-0.39,19.424571,-99.134933,-1.56,-1.95,-2.33,-2.72,-3.11,-3.5,-3.89,-4.28,-4.67
1.01,-0.41,19.424573,-99.134933,-1.62,-2.03,-2.43,-2.84,-3.24,-3.65,-4.05,-4.46,-4.86
1.10,-0.42,19.424575,-99.134933,-1.68,-2.1,-2.53,-2.95,-3.37,-3.79,-4.21,-4.63,-5.05
1.19,-0.44,19.424577,-99.134933,-1.75,-2.18,-2.62,-3.06,-3.49,-3.93,-4.37,-4.8,-5.24
1.28,-0.45,19.424579,-99.134933,-1.81,-2.26,-2.71,-3.17,-3.62,-4.07,-4.52,-4.98,-5.43
1.37,-0.47,19.424581,-99.134933,-1.87,-2.34,-2.81,-3.27,-3.74,-4.21,-4.68,-5.15,-5.61
1.47,-0.48,19.424583,-99.134933,-1.93,-2.42,-2.9,-3.38,-3.87,-4.35,-4.83,-5.32,-5.8
1.56,-0.5,19.424585,-99.134933,-1.99,-2.49,-2.99,-3.49,-3.99,-4.49,-4.98,-5.48,-5.98
1.65,-0.51,19.424587,-99.134933,-2.05,-2.57,-3.08,-3.59,-4.11,-4.62,-5.13,-5.65,-6.16
1.74,-0.53,19.424589,-99.134933,-2.11,-2.64,-3.17,-3.7,-4.23,-4.75,-5.28,-5.81,-6.34
1.83,-0.54,19.424591,-99.134933,-2.17,-2.72,-3.26,-3.8,-4.34,-4.89,-5.43,-5.97,-6.52
1.92,-0.56,19.424592,-99.134933,-2.23,-2.79,-3.35,-3.9,-4.46,-5.02,-5.58,-6.13,-6.69
2.01,-0.57,19.424594,-99.134933,-2.29,-2.86,-3.43,-4,-4.58,-5.15,-5.72,-6.29,-6.86
2.11,-0.59,19.424596,-99.134933,-2.34,-2.93,-3.52,-4.1,-4.69,-5.28,-5.86,-6.45,-7.03
2.20,-0.6,19.424598,-99.134933,-2.4,-3,-3.6,-4.2,-4.8,-5.4,-6,-6.6,-7.2
2.29,-0.61,19.4246,-99.134933,-2.46,-3.07,-3.68,-4.3,-4.91,-5.53,-6.14,-6.76,-7.37
2.38,-0.63,19.424602,-99.134933,-2.51,-3.14,-3.77,-4.39,-5.02,-5.65,-6.28,-6.91,-7.53
2.47,-0.64,19.424604,-99.134933,-2.57,-3.21,-3.85,-4.49,-5.13,-5.77,-6.41,-7.05,-7.7
2.56,-0.65,19.424606,-99.134933,-2.62,-3.27,-3.93,-4.58,-5.24,-5.89,-6.55,-7.2,-7.85
2.65,-0.67,19.424608,-99.134933,-2.67,-3.34,-4.01,-4.67,-5.34,-6.01,-6.68,-7.34,-8.01
2.75,-0.68,19.42461,-99.134933,-2.72,-3.4,-4.08,-4.76,-5.44,-6.12,-6.81,-7.49,-8.17
2.84,-0.69,19.424612,-99.134933,-2.77,-3.47,-4.16,-4.85,-5.55,-6.24,-6.93,-7.63,-8.32
2.93,-0.71,19.424613,-99.134933,-2.82,-3.53,-4.23,-4.94,-5.65,-6.35,-7.06,-7.76,-8.47
3.02,-0.72,19.424615,-99.134933,-2.87,-3.59,-4.31,-5.03,-5.74,-6.46,-7.18,-7.9,-8.62
3.11,-0.73,19.424617,-99.134933,-2.92,-3.65,-4.38,-5.11,-5.84,-6.57,-7.3,-8.03,-8.76
3.20,-0.74,19.424619,-99.134933,-2.97,-3.71,-4.45,-5.19,-5.93,-6.68,-7.42,-8.16,-8.9
3.30,-0.75,19.424621,-99.134933,-3.01,-3.77,-4.52,-5.27,-6.03,-6.78,-7.53,-8.29,-9.04
3.39,-0.76,19.424623,-99.134933,-3.06,-3.82,-4.59,-5.35,-6.12,-6.88,-7.65,-8.41,-9.18
3.48,-0.78,19.424625,-99.134933,-3.1,-3.88,-4.66,-5.43,-6.21,-6.98,-7.76,-8.53,-9.31
3.57,-0.79,19.424627,-99.134933,-3.15,-3.93,-4.72,-5.51,-6.29,-7.08,-7.87,-8.65,-9.44
3.66,-0.8,19.424629,-99.134933,-3.19,-3.99,-4.78,-5.58,-6.38,-7.18,-7.97,-8.77,-9.57
3.75,-0.81,19.424631,-99.134933,-3.23,-4.04,-4.85,-5.65,-6.46,-7.27,-8.08,-8.89,-9.69
3.84,-0.82,19.424633,-99.134933,-3.27,-4.09,-4.91,-5.73,-6.54,-7.36,-8.18,-9,-9.82
3.94,-0.83,19.424634,-99.134933,-3.31,-4.14,-4.97,-5.8,-6.62,-7.45,-8.28,-9.11,-9.93
4.03,-0.84,19.424636,-99.134933,-3.35,-4.19,-5.03,-5.86,-6.7,-7.54,-8.38,-9.21,-10.05
4.12,-0.85,19.424638,-99.134933,-3.39,-4.23,-5.08,-5.93,-6.78,-7.62,-8.47,-9.32,-10.16
4.21,-0.86,19.42464,-99.134933,-3.42,-4.28,-5.14,-5.99,-6.85,-7.7,-8.56,-9.42,-10.27
4.31,-0.86,19.424642,-99.134933,-3.46,-4.32,-5.19,-6.05,-6.92,-7.78,-8.65,-9.51,-10.38
4.40,-0.87,19.424644,-99.134933,-3.49,-4.37,-5.24,-6.12,-6.99,-7.86,-8.74,-9.61,-10.48
4.49,-0.88,19.424646,-99.134933,-3.53,-4.41,-5.29,-6.17,-7.06,-7.94,-8.82,-9.7,-10.58
4.58,-0.89,19.424648,-99.134933,-3.56,-4.45,-5.34,-6.23,-7.12,-8.01,-8.9,-9.79,-10.68
4.68,-0.9,19.42465,-99.134933,-3.59,-4.49,-5.39,-6.28,-7.18,-8.08,-8.98,-9.88,-10.77
4.77,-0.91,19.424652,-99.134933,-3.62,-4.53,-5.43,-6.34,-7.24,-8.15,-9.05,-9.96,-10.86
0.00,-0.7,19.424787,-99.134933,-2.79,-3.48,-4.18,-4.88,-5.57,-6.27,-6.97,-7.66,-8.36
0.09,-0.68,19.424789,-99.134933,-2.74,-3.42,-4.1,-4.79,-5.47,-6.16,-6.84,-7.52,-8.21
0.18,-0.67,19.424791,-99.134933,-2.68,-3.36,-4.03,-4.7,-5.37,-6.04,-6.71,-7.38,-8.05
