0.00,1,1.99,2.99,3.99,4.99,5.98,6.98,200026
0.04,1,2,3,3.99,4.99,5.99,6.99,200070
0.09,1,2,3,4,5,6,6.99,200115
0.13,1,2,3,4,5,6,7,200160
0.18,1,2,3,4,5,6,7,200204
0.22,1,2,3,4,5,6,7,200249
0.27,1,2,3,4,5,6,7,200294
0.31,1,2,3,4,4.99,5.99,6.99,200338
0.36,1,2,2.99,3.99,4.99,5.99,6.98,200383
0.40,1,1.99,2.99,3.99,4.98,5.98,6.98,200428
0.45,0.99,1.99,2.98,3.98,4.97,5.97,6.96,200472
0.49,0.99,1.99,2.98,3.97,4.97,5.96,6.95,200517
0.54,0.99,1.98,2.97,3.96,4.95,5.94,6.94,200562
0.58,0.99,1.98,2.96,3.95,4.94,5.93,6.92,200606
0.63,0.99,1.97,2.96,3.94,4.93,5.91,6.9,200651
0.67,0.98,1.96,2.95,3.93,4.91,5.89,6.88,200696
0.71,0.98,1.96,2.94,3.92,4.89,5.87,6.85,200740
0.76,0.98,1.95,2.93,3.9,4.88,5.85,6.83,200785
0.80,0.97,1.94,2.91,3.89,4.86,5.83,6.8,200830
0.85,0.97,1.93,2.9,3.87,4.83,5.8,6.77,200876
0.89,0.96,1.92,2.89,3.85,4.81,5.77,6.74,200920
0.94,0.96,1.92,2.87,3.83,4.79,5.75,6.7,200965
0.98,0.95,1.9,2.86,3.81,4.76,5.71,6.67,201010
1.03,0.95,1.89,2.84,3.79,4.73,5.68,6.63,201054
1.07,0.94,1.88,2.82,3.76,4.71,5.65,6.59,201099
1.12,0.94,1.87,2.81,3.74,4.68,5.61,6.55,201144
1.16,0.93,1.86,2.79,3.71,4.64,5.57,6.5,201188
1.21,0.92,1.84,2.77,3.69,4.61,5.53,6.45,201233
1.25,0.92,1.83,2.75,3.66,4.58,5.49,6.41,201278
1.30,0.91,1.82,2.72,3.63,4.54,5.45,6.36,201322
1.34,0.9,1.8,2.7,3.6,4.5,5.4,6.3,201367
1.39,0.89,1.79,2.68,3.57,4.46,5.36,6.25,201412
1.43,0.88,1.77,2.65,3.54,4.42,5.31,6.19,201456
1.47,0.88,1.75,2.63,3.51,4.38,5.26,6.14,201501
1.52,0.87,1.74,2.6,3.47,4.34,5.21,6.08,201546
1.56,0.86,1.72,2.58,3.44,4.3,5.16,6.02,201590
1.61,0.85,1.7,2.55,3.4,4.25,5.1,5.95,201635
1.65,0.84,1.68,2.52,3.36,4.2,5.05,5.89,201680
1.70,0.83,1.66,2.49,3.33,4.16,4.99,5.82,201724
1.74,0.82,1.64,2.46,3.29,4.11,4.93,5.75,201769
1.79,0.81,1.62,2.43,3.25,4.06,4.87,5.68,201815
1.83,0.8,1.6,2.4,3.2,4.01,4.81,5.61,201859
1.88,0.79,1.58,2.37,3.16,3.95,4.74,5.53,201904
1.92,0.78,1.56,2.34,3.12,3.9,4.68,5.46,201949
1.97,0.77,1.54,2.31,3.08,3.84,4.61,5.38,201993
2.01,0.76,1.52,2.27,3.03,3.79,4.55,5.3,202038
2.06,0.75,1.49,2.24,2.98,3.73,4.48,5.22,202083
2.10,0.73,1.47,2.2,2.94,3.67,4.41,5.14,202127
2.15,0.72,1.44,2.17,2.89,3.61,4.33,5.06,202172
2.19,0.71,1.42,2.13,2.84,3.55,4.26,4.97,202217
2.23,0.7,1.4,2.09,2.79,3.49,4.19,4.88,202261
2.28,0.69,1.37,2.06,2.74,3.43,4.11,4.8,202306
2.32,0.67,1.34,2.02,2.69,3.36,4.03,4.71,202351
2.37,0.66,1.32,1.98,2.64,3.3,3.96,4.62,202395
2.41,0.65,1.29,1.94,2.58,3.23,3.88,4.52,202440
2.46,0.63,1.27,1.9,2.53,3.16,3.8,4.43,202485
2.50,0.62,1.24,1.86,2.48,3.1,3.71,4.33,202529
2.55,0.61,1.21,1.82,2.42,3.03,3.63,4.24,202574
2.59,0.59,1.18,1.77,2.37,2.96,3.55,4.14,202619
