0.00,0.33,19.514799,-99.311355,1.33,1.66,2,2.33,2.66,3,3.33,3.66,4,0
0.08,0.32,19.514808,-99.311347,1.27,1.58,1.9,2.22,2.53,2.85,3.16,3.48,3.8,0
0.16,0.3,19.514818,-99.31134,1.2,1.5,1.8,2.1,2.4,2.7,3,3.3,3.6,0
0.25,0.28,19.514827,-99.311332,1.13,1.42,1.7,1.98,2.27,2.55,2.83,3.11,3.4,0
0.33,0.27,19.514837,-99.311325,1.07,1.33,1.6,1.86,2.13,2.4,2.66,2.93,3.2,0
0.41,0.25,19.514846,-99.311317,1,1.25,1.5,1.75,2,2.25,2.5,2.74,2.99,0
0.49,0.23,19.514856,-99.311309,0.93,1.16,1.4,1.63,1.86,2.09,2.33,2.56,2.79,0
0.57,0.22,19.514865,-99.311302,0.86,1.08,1.29,1.51,1.72,1.94,2.16,2.37,2.59,0
0.66,0.2,19.514875,-99.311294,0.79,0.99,1.19,1.39,1.59,1.79,1.99,2.18,2.38,0
0.74,0.18,19.514884,-99.311286,0.73,0.91,1.09,1.27,1.45,1.63,1.81,2,2.18,0
0.82,0.16,19.514894,-99.311279,0.66,0.82,0.99,1.15,1.31,1.48,1.64,1.81,1.97,0
0.90,0.15,19.514904,-99.311271,0.59,0.73,0.88,1.03,1.18,1.32,1.47,1.62,1.76,0
0.99,0.13,19.514913,-99.311264,0.52,0.65,0.78,0.91,1.04,1.17,1.3,1.43,1.56,0
1.07,0.11,19.514923,-99.311256,0.45,0.56,0.67,0.79,0.9,1.01,1.12,1.24,1.35,0
1.15,0.1,19.514932,-99.311248,0.38,0.48,0.57,0.67,0.76,0.86,0.95,1.05,1.14,0
1.23,0.08,19.514942,-99.311241,0.31,0.39,0.47,0.54,0.62,0.7,0.78,0.85,0.93,0
1.31,0.06,19.514951,-99.311233,0.24,0.3,0.36,0.42,0.48,0.54,0.6,0.66,0.72,0
1.40,0.04,19.514961,-99.311225,0.17,0.21,0.26,0.3,0.34,0.39,0.43,0.47,0.51,0
1.48,0.03,19.51497,-99.311218,0.1,0.13,0.15,0.18,0.2,0.23,0.25,0.28,0.3,0
1.56,0.01,19.51498,-99.31121,0.03,0.04,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0
1.64,-0.01,19.514989,-99.311203,-0.04,-0.05,-0.06,-0.07,-0.08,-0.09,-0.09,-0.1,-0.11,0
1.74,-0.03,19.514999,-99.311195,-0.11,-0.13,-0.16,-0.19,-0.22,-0.24,-0.27,-0.3,-0.32,0
1.83,-0.04,19.515008,-99.311187,-0.18,-0.22,-0.27,-0.31,-0.35,-0.4,-0.44,-0.49,-0.53,0
1.92,-0.06,19.515018,-99.31118,-0.25,-0.31,-0.37,-0.43,-0.49,-0.56,-0.62,-0.68,-0.74,0
2.01,-0.08,19.515027,-99.311172,-0.32,-0.4,-0.48,-0.55,-0.63,-0.71,-0.79,-0.87,-0.95,0
2.11,-0.1,19.515037,-99.311164,-0.39,-0.48,-0.58,-0.68,-0.77,-0.87,-0.97,-1.06,-1.16,0
2.20,-0.11,19.515047,-99.311157,-0.46,-0.57,-0.68,-0.8,-0.91,-1.03,-1.14,-1.25,-1.37,0
2.29,-0.13,19.515056,-99.311149,-0.52,-0.66,-0.79,-0.92,-1.05,-1.18,-1.31,-1.44,-1.57,0
2.38,-0.15,19.515066,-99.311141,-0.59,-0.74,-0.89,-1.04,-1.19,-1.34,-1.48,-1.63,-1.78,0
2.48,-0.17,19.515075,-99.311134,-0.66,-0.83,-0.99,-1.16,-1.33,-1.49,-1.66,-1.82,-1.99,0
2.57,-0.18,19.515085,-99.311126,-0.73,-0.91,-1.1,-1.28,-1.46,-1.65,-1.83,-2.01,-2.19,0
2.66,-0.2,19.515094,-99.311119,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.2,-2.4,0
2.75,-0.22,19.515104,-99.311111,-0.87,-1.09,-1.3,-1.52,-1.74,-1.95,-2.17,-2.39,-2.6,0
2.85,-0.23,19.515113,-99.311103,-0.94,-1.17,-1.4,-1.64,-1.87,-2.11,-2.34,-2.57,-2.81,0
2.94,-0.25,19.515123,-99.311096,-1,-1.25,-1.51,-1.76,-2.01,-2.26,-2.51,-2.76,-3.01,0
3.03,-0.27,19.515132,-99.311088,-1.07,-1.34,-1.61,-1.87,-2.14,-2.41,-2.68,-2.95,-3.21,0
3.13,-0.28,19.515142,-99.31108,-1.14,-1.42,-1.71,-1.99,-2.28,-2.56,-2.85,-3.13,-3.42,0
3.22,-0.3,19.515151,-99.311073,-1.21,-1.51,-1.81,-2.11,-2.41,-2.71,-3.01,-3.31,-3.62,0
3.31,-0.32,19.515161,-99.311065,-1.27,-1.59,-1.91,-2.23,-2.54,-2.86,-3.18,-3.5,-3.81,0
3.40,-0.33,19.515171,-99.311058,-1.34,-1.67,-2.01,-2.34,-2.67,-3.01,-3.34,-3.68,-4.01,0
3.49,-0.35,19.51518,-99.31105,-1.4,-1.75,-2.1,-2.46,-2.81,-3.16,-3.51,-3.86,-4.21,0
3.59,-0.37,19.51519,-99.311042,-1.47,-1.84,-2.2,-2.57,-2.94,-3.3,-3.67,-4.04,-4.4,0
3.68,-0.38,19.515199,-99.311035,-1.53,-1.92,-2.3,-2.68,-3.07,-3.45,-3.83,-4.22,-4.6,0
3.77,-0.4,19.515209,-99.311027,-1.6,-2,-2.4,-2.79,-3.19,-3.59,-3.99,-4.39,-4.79,0
3.87,-0.42,19.515218,-99.311019,-1.66,-2.08,-2.49,-2.91,-3.32,-3.74,-4.15,-4.57,-4.98,0
3.96,-0.43,19.515228,-99.311012,-1.72,-2.15,-2.59,-3.02,-3.45,-3.88,-4.31,-4.74,-5.17,0
4.05,-0.45,19.515237,-99.311004,-1.79,-2.23,-2.68,-3.13,-3.57,-4.02,-4.47,-4.91,-5.36,0
4.14,-0.46,19.515247,-99.310997,-1.85,-2.31,-2.77,-3.24,-3.7,-4.16,-4.62,-5.08,-5.55,0
4.23,-0.48,19.515256,-99.310989,-1.91,-2.39,-2.87,-3.34,-3.82,-4.3,-4.78,-5.25,-5.73,0
4.33,-0.49,19.515266,-99.310981,-1.97,-2.46,-2.96,-3.45,-3.94,-4.44,-4.93,-5.42,-5.91,0
4.42,-0.51,19.515275,-99.310974,-2.03,-2.54,-3.05,-3.56,-4.06,-4.57,-5.08,-5.59,-6.1,0
4.51,-0.52,19.515285,-99.310966,-2.09,-2.61,-3.14,-3.66,-4.18,-4.71,-5.23,-5.75,-6.27,0
4.60,-0.54,19.515295,-99.310958,-2.15,-2.69,-3.23,-3.76,-4.3,-4.84,-5.38,-5.91,-6.45,0
4.70,-0.55,19.515304,-99.310951,-2.21,-2.76,-3.31,-3.87,-4.42,-4.97,-5.52,-6.08,-6.63,0
4.79,-0.57,19.515314,-99.310943,-2.27,-2.83,-3.4,-3.97,-4.53,-5.1,-5.67,-6.23,-6.8,0
4.88,-0.58,19.515323,-99.310935,-2.32,-2.91,-3.49,-4.07,-4.65,-5.23,-5.81,-6.39,-6.97,0
4.98,-0.6,19.515333,-99.310928,-2.38,-2.98,-3.57,-4.17,-4.76,-5.36,-5.95,-6.55,-7.14,0
5.07,-0.61,19.515342,-99.31092,-2.44,-3.05,-3.65,-4.26,-4.87,-5.48,-6.09,-6.7,-7.31,0
5.16,-0.62,19.515352,-99.310913,-2.49,-3.11,-3.74,-4.36,-4.98,-5.61,-6.23,-6.85,-7.47,0
5.25,-0.64,19.515361,-99.310905,-2.55,-3.18,-3.82,-4.45,-5.09,-5.73,-6.36,-7,-7.64,0
5.35,-0.65,19.515371,-99.310897,-2.6,-3.25,-3.9,-4.55,-5.2,-5.85,-6.5,-7.15,-7.8,0
5.44,-0.66,19.51538,-99.31089,-2.65,-3.31,-3.98,-4.64,-5.3,-5.97,-6.63,-7.29,-7.95,0
5.53,-0.68,19.51539,-99.310882,-2.7,-3.38,-4.06,-4.73,-5.41,-6.08,-6.76,-7.43,-8.11,0
5.62,-0.69,19.515399,-99.310874,-2.75,-3.44,-4.13,-4.82,-5.51,-6.2,-6.89,-7.57,-8.26,0
5.72,-0.7,19.515409,-99.310867,-2.8,-3.51,-4.21,-4.91,-5.61,-6.31,-7.01,-7.71,-8.41,0
