0.00,0.95,19.507074,-99.317535,3.78,4.73,5.67,6.62,7.56,8.51,9.45,10.4,11.34,0
0.08,0.95,19.507083,-99.317527,3.8,4.75,5.71,6.66,7.61,8.56,9.51,10.46,11.41,0
0.17,0.96,19.507093,-99.31752,3.82,4.78,5.74,6.69,7.65,8.61,9.56,10.52,11.47,0
0.25,0.96,19.507102,-99.317512,3.84,4.81,5.77,6.73,7.69,8.65,9.61,10.57,11.53,0
0.33,0.97,19.507112,-99.317504,3.86,4.83,5.79,6.76,7.73,8.69,9.66,10.62,11.59,0
0.41,0.97,19.507122,-99.317497,3.88,4.85,5.82,6.79,7.76,8.73,9.7,10.67,11.64,0
0.50,0.97,19.507131,-99.317489,3.9,4.87,5.85,6.82,7.79,8.77,9.74,10.72,11.69,0
0.58,0.98,19.507141,-99.317481,3.91,4.89,5.87,6.85,7.82,8.8,9.78,10.76,11.74,0
0.66,0.98,19.50715,-99.317474,3.93,4.91,5.89,6.87,7.85,8.83,9.81,10.8,11.78,0
0.75,0.98,19.50716,-99.317466,3.94,4.92,5.91,6.89,7.88,8.86,9.85,10.83,11.82,0
0.83,0.99,19.507169,-99.317459,3.95,4.94,5.93,6.91,7.9,8.89,9.88,10.86,11.85,0
0.91,0.99,19.507179,-99.317451,3.96,4.95,5.94,6.93,7.92,8.91,9.9,10.89,11.88,0
1.00,0.99,19.507188,-99.317443,3.97,4.96,5.95,6.95,7.94,8.93,9.92,10.92,11.91,0
1.08,0.99,19.507198,-99.317436,3.98,4.97,5.97,6.96,7.96,8.95,9.94,10.94,11.93,0
1.16,1,19.507207,-99.317428,3.98,4.98,5.98,6.97,7.97,8.97,9.96,10.96,11.95,0
1.25,1,19.507217,-99.31742,3.99,4.99,5.99,6.98,7.98,8.98,9.98,10.97,11.97,0
1.33,1,19.507226,-99.317413,3.99,4.99,5.99,6.99,7.99,8.99,9.99,10.98,11.98,0
1.41,1,19.507236,-99.317405,4,5,6,7,7.99,8.99,9.99,10.99,11.99,0
1.50,1,19.507246,-99.317398,4,5,6,7,8,9,10,11,12,0
1.58,1,19.507255,-99.31739,4,5,6,7,8,9,10,11,12,0
