0.00,0.54,19.506711,-99.317825,2.18,2.72,3.27,3.81,4.36,4.9,5.44,5.99,6.53,0
0.08,0.56,19.506721,-99.317817,2.24,2.79,3.35,3.91,4.47,5.03,5.59,6.15,6.71,0
0.16,0.57,19.506731,-99.31781,2.29,2.87,3.44,4.01,4.59,5.16,5.73,6.31,6.88,0
0.24,0.59,19.50674,-99.317802,2.35,2.94,3.53,4.11,4.7,5.29,5.88,6.46,7.05,0
0.32,0.6,19.50675,-99.317794,2.41,3.01,3.61,4.21,4.81,5.41,6.02,6.62,7.22,0
0.40,0.62,19.506759,-99.317787,2.46,3.08,3.69,4.31,4.92,5.54,6.15,6.77,7.38,0
0.48,0.63,19.506769,-99.317779,2.52,3.15,3.77,4.4,5.03,5.66,6.29,6.92,7.55,0
0.56,0.64,19.506778,-99.317771,2.57,3.21,3.86,4.5,5.14,5.78,6.43,7.07,7.71,0
0.64,0.66,19.506788,-99.317764,2.62,3.28,3.93,4.59,5.25,5.9,6.56,7.21,7.87,0
0.72,0.67,19.506797,-99.317756,2.68,3.34,4.01,4.68,5.35,6.02,6.69,7.36,8.03,0
0.80,0.68,19.506807,-99.317749,2.73,3.41,4.09,4.77,5.45,6.14,6.82,7.5,8.18,0
0.88,0.69,19.506816,-99.317741,2.78,3.47,4.17,4.86,5.56,6.25,6.94,7.64,8.33,0
0.96,0.71,19.506826,-99.317733,2.83,3.53,4.24,4.95,5.65,6.36,7.07,7.78,8.48,0
1.04,0.72,19.506835,-99.317726,2.88,3.6,4.31,5.03,5.75,6.47,7.19,7.91,8.63,0
1.12,0.73,19.506845,-99.317718,2.92,3.66,4.39,5.12,5.85,6.58,7.31,8.04,8.77,0
1.20,0.74,19.506855,-99.31771,2.97,3.71,4.46,5.2,5.94,6.69,7.43,8.17,8.91,0
