0.00,-0.41,19.509601,-99.315513,-1.64,-2.05,-2.46,-2.87,-3.28,-3.69,-4.09,-4.5,-4.91,0
0.09,-0.39,19.509611,-99.315505,-1.57,-1.97,-2.36,-2.75,-3.15,-3.54,-3.93,-4.33,-4.72,0
0.18,-0.38,19.50962,-99.315498,-1.51,-1.89,-2.26,-2.64,-3.02,-3.4,-3.77,-4.15,-4.53,0
0.27,-0.36,19.50963,-99.31549,-1.44,-1.81,-2.17,-2.53,-2.89,-3.25,-3.61,-3.97,-4.33,0
0.37,-0.34,19.509639,-99.315483,-1.38,-1.72,-2.07,-2.41,-2.76,-3.1,-3.45,-3.79,-4.14,0
0.46,-0.33,19.509649,-99.315475,-1.31,-1.64,-1.97,-2.3,-2.63,-2.96,-3.28,-3.61,-3.94,0
0.55,-0.31,19.509658,-99.315467,-1.25,-1.56,-1.87,-2.18,-2.5,-2.81,-3.12,-3.43,-3.74,0
0.64,-0.3,19.509668,-99.31546,-1.18,-1.48,-1.77,-2.07,-2.36,-2.66,-2.95,-3.25,-3.54,0
0.73,-0.28,19.509677,-99.315452,-1.11,-1.39,-1.67,-1.95,-2.23,-2.51,-2.79,-3.06,-3.34,0
0.82,-0.26,19.509687,-99.315444,-1.05,-1.31,-1.57,-1.83,-2.09,-2.36,-2.62,-2.88,-3.14,0
0.91,-0.24,19.509696,-99.315437,-0.98,-1.22,-1.47,-1.71,-1.96,-2.2,-2.45,-2.69,-2.94,0
1.01,-0.23,19.509706,-99.315429,-0.91,-1.14,-1.37,-1.6,-1.82,-2.05,-2.28,-2.51,-2.74,0
1.10,-0.21,19.509716,-99.315422,-0.84,-1.05,-1.27,-1.48,-1.69,-1.9,-2.11,-2.32,-2.53,0
1.19,-0.19,19.509725,-99.315414,-0.78,-0.97,-1.16,-1.36,-1.55,-1.74,-1.94,-2.13,-2.33,0
1.28,-0.18,19.509735,-99.315406,-0.71,-0.88,-1.06,-1.24,-1.41,-1.59,-1.77,-1.94,-2.12,0
1.37,-0.16,19.509744,-99.315399,-0.64,-0.8,-0.96,-1.12,-1.28,-1.44,-1.6,-1.75,-1.91,0
1.46,-0.14,19.509754,-99.315391,-0.57,-0.71,-0.85,-1,-1.14,-1.28,-1.42,-1.56,-1.71,0
1.56,-0.12,19.509763,-99.315383,-0.5,-0.62,-0.75,-0.87,-1,-1.12,-1.25,-1.37,-1.5,0
1.65,-0.11,19.509773,-99.315376,-0.43,-0.54,-0.65,-0.75,-0.86,-0.97,-1.08,-1.18,-1.29,0
1.74,-0.09,19.509782,-99.315368,-0.36,-0.45,-0.54,-0.63,-0.72,-0.81,-0.9,-0.99,-1.08,0
1.83,-0.07,19.509792,-99.315361,-0.29,-0.36,-0.44,-0.51,-0.58,-0.66,-0.73,-0.8,-0.87,0
1.92,-0.06,19.509801,-99.315353,-0.22,-0.28,-0.33,-0.39,-0.44,-0.5,-0.55,-0.61,-0.67,0
2.01,-0.04,19.509811,-99.315345,-0.15,-0.19,-0.23,-0.27,-0.3,-0.34,-0.38,-0.42,-0.46,0
2.10,-0.02,19.50982,-99.315338,-0.08,-0.1,-0.12,-0.14,-0.17,-0.19,-0.21,-0.23,-0.25,0
2.20,0,19.50983,-99.31533,-0.01,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.04,-0.04,0
2.29,0.01,19.50984,-99.315322,0.06,0.07,0.09,0.1,0.11,0.13,0.14,0.16,0.17,0
2.37,0.03,19.509849,-99.315315,0.13,0.16,0.19,0.22,0.25,0.29,0.32,0.35,0.38,0
2.45,0.05,19.509859,-99.315307,0.2,0.25,0.29,0.34,0.39,0.44,0.49,0.54,0.59,0
2.53,0.07,19.509868,-99.315299,0.27,0.33,0.4,0.47,0.53,0.6,0.67,0.73,0.8,0
2.61,0.08,19.509878,-99.315292,0.34,0.42,0.5,0.59,0.67,0.76,0.84,0.92,1.01,0
2.69,0.1,19.509887,-99.315284,0.41,0.51,0.61,0.71,0.81,0.91,1.01,1.11,1.22,0
2.77,0.12,19.509897,-99.315277,0.47,0.59,0.71,0.83,0.95,1.07,1.19,1.31,1.42,0
2.86,0.14,19.509906,-99.315269,0.54,0.68,0.82,0.95,1.09,1.22,1.36,1.5,1.63,0
2.94,0.15,19.509916,-99.315261,0.61,0.77,0.92,1.07,1.23,1.38,1.53,1.69,1.84,0
3.02,0.17,19.509925,-99.315254,0.68,0.85,1.02,1.19,1.36,1.53,1.7,1.87,2.05,0
3.10,0.19,19.509935,-99.315246,0.75,0.94,1.13,1.31,1.5,1.69,1.88,2.06,2.25,0
3.18,0.2,19.509944,-99.315238,0.82,1.02,1.23,1.43,1.64,1.84,2.05,2.25,2.46,0
3.26,0.22,19.509954,-99.315231,0.89,1.11,1.33,1.55,1.77,2,2.22,2.44,2.66,0
3.34,0.24,19.509963,-99.315223,0.95,1.19,1.43,1.67,1.91,2.15,2.39,2.63,2.86,0
