0.00,0.56,1.12,1.68,2.24,2.79,3.35,3.91,8019
0.04,0.57,1.15,1.72,2.29,2.87,3.44,4.01,8062
0.08,0.59,1.18,1.76,2.35,2.94,3.53,4.11,8104
0.13,0.6,1.2,1.8,2.41,3.01,3.61,4.21,8147
0.17,0.62,1.23,1.85,2.46,3.08,3.69,4.31,8189
0.21,0.63,1.26,1.89,2.52,3.15,3.77,4.4,8232
0.26,0.64,1.29,1.93,2.57,3.21,3.86,4.5,8275
0.30,0.66,1.31,1.97,2.62,3.28,3.93,4.59,8317
0.34,0.67,1.34,2.01,2.68,3.34,4.01,4.68,8360
0.38,0.68,1.36,2.05,2.73,3.41,4.09,4.77,8403
0.43,0.69,1.39,2.08,2.78,3.47,4.17,4.86,8445
0.47,0.71,1.41,2.12,2.83,3.53,4.24,4.95,8488
0.51,0.72,1.44,2.16,2.88,3.6,4.31,5.03,8531
0.55,0.73,1.46,2.19,2.92,3.66,4.39,5.12,8573
0.60,0.74,1.49,2.23,2.97,3.71,4.46,5.2,8616
0.64,0.75,1.51,2.26,3.02,3.77,4.53,5.28,8658
0.68,0.77,1.53,2.3,3.06,3.83,4.59,5.36,8701
0.73,0.78,1.55,2.33,3.11,3.88,4.66,5.44,8744
0.77,0.79,1.58,2.36,3.15,3.94,4.73,5.51,8786
0.81,0.8,1.6,2.4,3.19,3.99,4.79,5.59,8829
0.85,0.81,1.62,2.43,3.23,4.04,4.85,5.66,8872
0.90,0.82,1.64,2.46,3.28,4.09,4.91,5.73,8914
0.94,0.83,1.66,2.49,3.32,4.14,4.97,5.8,8957
0.98,0.84,1.68,2.52,3.35,4.19,5.03,5.87,9000
1.02,0.85,1.7,2.54,3.39,4.24,5.09,5.93,9042
1.07,0.86,1.71,2.57,3.43,4.28,5.14,6,9085
1.11,0.87,1.73,2.6,3.46,4.33,5.19,6.06,9128
1.15,0.87,1.75,2.62,3.5,4.37,5.25,6.12,9170
1.19,0.88,1.77,2.65,3.53,4.41,5.3,6.18,9213
1.24,0.89,1.78,2.67,3.56,4.45,5.34,6.24,9255
1.28,0.9,1.8,2.7,3.59,4.49,5.39,6.29,9298
1.32,0.91,1.81,2.72,3.62,4.53,5.44,6.34,9341
1.36,0.91,1.83,2.74,3.65,4.57,5.48,6.39,9383
1.41,0.92,1.84,2.76,3.68,4.6,5.52,6.44,9426
1.45,0.93,1.85,2.78,3.71,4.63,5.56,6.49,9469
1.49,0.93,1.87,2.8,3.73,4.67,5.6,6.53,9511
1.54,0.94,1.88,2.82,3.76,4.7,5.64,6.58,9554
1.58,0.95,1.89,2.84,3.78,4.73,5.67,6.62,9597
1.62,0.95,1.9,2.85,3.8,4.75,5.71,6.66,9639
1.66,0.96,1.91,2.87,3.82,4.78,5.74,6.69,9682
1.71,0.96,1.92,2.88,3.84,4.81,5.77,6.73,9725
1.75,0.97,1.93,2.9,3.86,4.83,5.79,6.76,9767
1.79,0.97,1.94,2.91,3.88,4.85,5.82,6.79,9810
1.83,0.97,1.95,2.92,3.9,4.87,5.85,6.82,9852
1.88,0.98,1.96,2.93,3.91,4.89,5.87,6.85,9895
1.92,0.98,1.96,2.94,3.93,4.91,5.89,6.87,9938
1.96,0.98,1.97,2.95,3.94,4.92,5.91,6.89,9980
2.00,0.99,1.98,2.96,3.95,4.94,5.93,6.91,10023
2.05,0.99,1.98,2.97,3.96,4.95,5.94,6.93,10067
2.09,0.99,1.98,2.98,3.97,4.96,5.95,6.95,10110
2.14,0.99,1.99,2.98,3.98,4.97,5.97,6.96,10155
2.18,1,1.99,2.99,3.98,4.98,5.98,6.97,10199
2.22,1,2,2.99,3.99,4.99,5.99,6.98,10242
2.27,1,2,3,3.99,4.99,5.99,6.99,10286
2.31,1,2,3,4,5,6,7,10330
2.35,1,2,3,4,5,6,7,10373
2.40,1,2,3,4,5,6,7,10417
2.44,1,2,3,4,5,6,7,10461
2.49,1,2,3,4,5,6,7,10504
2.53,1,2,3,3.99,4.99,5.99,6.99,10548
2.57,1,2,2.99,3.99,4.99,5.99,6.98,10592
2.62,1,1.99,2.99,3.99,4.98,5.98,6.97,10635
2.66,0.99,1.99,2.98,3.98,4.97,5.97,6.96,10679
2.70,0.99,1.99,2.98,3.97,4.96,5.96,6.95,10722
2.75,0.99,1.98,2.97,3.96,4.95,5.94,6.93,10766
2.79,0.99,1.98,2.96,3.95,4.94,5.93,6.91,10810
2.83,0.98,1.97,2.95,3.94,4.92,5.91,6.89,10853
2.88,0.98,1.96,2.95,3.93,4.91,5.89,6.87,10897
2.92,0.98,1.96,2.94,3.91,4.89,5.87,6.85,10941
2.97,0.97,1.95,2.92,3.9,4.87,5.85,6.82,10984
3.01,0.97,1.94,2.91,3.88,4.85,5.82,6.79,11028
3.05,0.97,1.93,2.9,3.86,4.83,5.8,6.76,11072
3.10,0.96,1.92,2.88,3.85,4.81,5.77,6.73,11115
3.14,0.96,1.91,2.87,3.83,4.78,5.74,6.7,11159
3.18,0.95,1.9,2.85,3.81,4.76,5.71,6.66,11203
3.23,0.95,1.89,2.84,3.78,4.73,5.67,6.62,11246
3.27,0.94,1.88,2.82,3.76,4.7,5.64,6.58,11290
3.32,0.93,1.87,2.8,3.74,4.67,5.6,6.54,11334
3.36,0.93,1.86,2.78,3.71,4.64,5.57,6.49,11377
3.40,0.92,1.84,2.76,3.68,4.6,5.53,6.45,11421
3.45,0.91,1.83,2.74,3.66,4.57,5.48,6.4,11465
3.49,0.91,1.81,2.72,3.63,4.53,5.44,6.35,11508
3.53,0.9,1.8,2.7,3.6,4.5,5.4,6.29,11552
3.58,0.89,1.78,2.67,3.57,4.46,5.35,6.24,11596
3.62,0.88,1.77,2.65,3.53,4.42,5.3,6.18,11639
