0.00,0.98,19.507369,-99.317298,3.91,4.89,5.87,6.85,7.83,8.81,9.78,10.76,11.74,0
0.08,0.97,19.507379,-99.317291,3.9,4.87,5.85,6.82,7.8,8.77,9.75,10.72,11.69,0
0.17,0.97,19.507389,-99.317283,3.88,4.85,5.82,6.79,7.76,8.73,9.71,10.68,11.65,0
0.25,0.97,19.507398,-99.317276,3.86,4.83,5.8,6.76,7.73,8.7,9.66,10.63,11.59,0
0.33,0.96,19.507408,-99.317268,3.85,4.81,5.77,6.73,7.69,8.65,9.62,10.58,11.54,0
0.42,0.96,19.507417,-99.31726,3.83,4.78,5.74,6.7,7.65,8.61,9.57,10.52,11.48,0
0.50,0.95,19.507427,-99.317253,3.81,4.76,5.71,6.66,7.61,8.56,9.51,10.46,11.42,0
0.58,0.95,19.507436,-99.317245,3.78,4.73,5.67,6.62,7.57,8.51,9.46,10.4,11.35,0
0.66,0.94,19.507446,-99.317237,3.76,4.7,5.64,6.58,7.52,8.46,9.4,10.34,11.28,0
0.75,0.93,19.507455,-99.31723,3.74,4.67,5.6,6.54,7.47,8.41,9.34,10.27,11.21,0
0.83,0.93,19.507465,-99.317222,3.71,4.64,5.57,6.49,7.42,8.35,9.28,10.2,11.13,0
0.91,0.92,19.507474,-99.317214,3.68,4.6,5.53,6.45,7.37,8.29,9.21,10.13,11.05,0
1.00,0.91,19.507484,-99.317207,3.66,4.57,5.48,6.4,7.31,8.23,9.14,10.05,10.97,0
1.08,0.91,19.507493,-99.317199,3.63,4.53,5.44,6.35,7.25,8.16,9.07,9.97,10.88,0
1.16,0.9,19.507503,-99.317192,3.6,4.5,5.4,6.29,7.19,8.09,8.99,9.89,10.79,0
1.25,0.89,19.507513,-99.317184,3.57,4.46,5.35,6.24,7.13,8.02,8.91,9.81,10.7,0
1.33,0.88,19.507522,-99.317176,3.53,4.42,5.3,6.18,7.07,7.95,8.83,9.72,10.6,0
1.41,0.88,19.507532,-99.317169,3.5,4.38,5.25,6.13,7,7.88,8.75,9.63,10.5,0
1.49,0.87,19.507541,-99.317161,3.47,4.33,5.2,6.07,6.93,7.8,8.67,9.53,10.4,0
1.58,0.86,19.507551,-99.317153,3.43,4.29,5.15,6,6.86,7.72,8.58,9.43,10.29,0
1.66,0.85,19.50756,-99.317146,3.39,4.24,5.09,5.94,6.79,7.64,8.49,9.33,10.18,0
1.74,0.84,19.50757,-99.317138,3.36,4.2,5.04,5.87,6.71,7.55,8.39,9.23,10.07,0
1.82,0.83,19.507579,-99.317131,3.32,4.15,4.98,5.81,6.64,7.47,8.3,9.13,9.96,0
1.90,0.82,19.507589,-99.317123,3.28,4.1,4.92,5.74,6.56,7.38,8.2,9.02,9.84,0
1.98,0.81,19.507598,-99.317115,3.24,4.05,4.86,5.67,6.48,7.29,8.1,8.91,9.72,0
2.06,0.8,19.507608,-99.317108,3.2,4,4.8,5.6,6.39,7.19,7.99,8.79,9.59,0
2.15,0.79,19.507617,-99.3171,3.15,3.94,4.73,5.52,6.31,7.1,7.89,8.68,9.46,0
2.23,0.78,19.507627,-99.317092,3.11,3.89,4.67,5.45,6.22,7,7.78,8.56,9.33,0
2.31,0.77,19.507637,-99.317085,3.07,3.83,4.6,5.37,6.13,6.9,7.67,8.43,9.2,0
2.39,0.76,19.507646,-99.317077,3.02,3.78,4.53,5.29,6.04,6.8,7.55,8.31,9.07,0
