0.00,0.56,19.449619,-99.114585,2.26,2.82,3.39,3.95,4.51,5.08,5.64,6.21,6.77
0.08,0.55,19.449628,-99.114578,2.2,2.75,3.3,3.85,4.4,4.95,5.5,6.05,6.6
0.16,0.54,19.449638,-99.11457,2.14,2.68,3.21,3.75,4.28,4.82,5.35,5.89,6.42
0.25,0.52,19.449647,-99.114562,2.08,2.6,3.12,3.64,4.16,4.68,5.2,5.72,6.24
0.33,0.51,19.449657,-99.114555,2.02,2.53,3.03,3.54,4.04,4.55,5.05,5.56,6.06
0.41,0.49,19.449666,-99.114547,1.96,2.45,2.94,3.43,3.92,4.41,4.9,5.39,5.88
0.50,0.47,19.449676,-99.11454,1.9,2.37,2.85,3.32,3.8,4.27,4.75,5.22,5.7
0.58,0.46,19.449686,-99.114532,1.84,2.3,2.76,3.22,3.68,4.14,4.6,5.05,5.51
0.66,0.44,19.449695,-99.114524,1.78,2.22,2.66,3.11,3.55,4,4.44,4.88,5.33
0.75,0.43,19.449705,-99.114517,1.71,2.14,2.57,3,3.43,3.85,4.28,4.71,5.14
0.83,0.41,19.449714,-99.114509,1.65,2.06,2.47,2.89,3.3,3.71,4.12,4.54,4.95
0.91,0.4,19.449724,-99.114501,1.59,1.98,2.38,2.78,3.17,3.57,3.96,4.36,4.76
1.00,0.38,19.449733,-99.114494,1.52,1.9,2.28,2.66,3.04,3.42,3.8,4.18,4.56
1.08,0.36,19.449743,-99.114486,1.46,1.82,2.19,2.55,2.91,3.28,3.64,4.01,4.37
1.16,0.35,19.449752,-99.114479,1.39,1.74,2.09,2.44,2.78,3.13,3.48,3.83,4.17
1.25,0.33,19.449762,-99.114471,1.33,1.66,1.99,2.32,2.65,2.98,3.31,3.65,3.98
1.33,0.31,19.449771,-99.114463,1.26,1.57,1.89,2.2,2.52,2.83,3.15,3.46,3.78
1.41,0.3,19.449781,-99.114456,1.19,1.49,1.79,2.09,2.39,2.69,2.98,3.28,3.58
1.50,0.28,19.44979,-99.114448,1.13,1.41,1.69,1.97,2.25,2.54,2.82,3.1,3.38
1.58,0.26,19.4498,-99.11444,1.06,1.32,1.59,1.85,2.12,2.38,2.65,2.91,3.18
1.66,0.25,19.44981,-99.114433,0.99,1.24,1.49,1.74,1.98,2.23,2.48,2.73,2.98
