0.00,-0.99,19.443992,-99.119087,-3.98,-4.97,-5.97,-6.96,-7.96,-8.95,-9.95,-10.94,-11.94
0.09,-0.99,19.444002,-99.119079,-3.97,-4.96,-5.96,-6.95,-7.94,-8.93,-9.93,-10.92,-11.91
0.19,-0.99,19.444011,-99.119071,-3.96,-4.95,-5.94,-6.93,-7.92,-8.91,-9.9,-10.89,-11.88
0.28,-0.99,19.444021,-99.119064,-3.95,-4.94,-5.93,-6.91,-7.9,-8.89,-9.88,-10.87,-11.85
0.38,-0.98,19.44403,-99.119056,-3.94,-4.92,-5.91,-6.89,-7.88,-8.86,-9.85,-10.83,-11.82
0.47,-0.98,19.44404,-99.119049,-3.93,-4.91,-5.89,-6.87,-7.85,-8.84,-9.82,-10.8,-11.78
0.57,-0.98,19.444049,-99.119041,-3.91,-4.89,-5.87,-6.85,-7.83,-8.81,-9.78,-10.76,-11.74
0.66,-0.97,19.444059,-99.119033,-3.9,-4.87,-5.85,-6.82,-7.8,-8.77,-9.75,-10.72,-11.7
0.76,-0.97,19.444068,-99.119026,-3.88,-4.85,-5.82,-6.79,-7.76,-8.73,-9.71,-10.68,-11.65
0.85,-0.97,19.444078,-99.119018,-3.86,-4.83,-5.8,-6.76,-7.73,-8.7,-9.66,-10.63,-11.59
0.95,-0.96,19.444087,-99.11901,-3.85,-4.81,-5.77,-6.73,-7.69,-8.65,-9.62,-10.58,-11.54
1.04,-0.96,19.444097,-99.119003,-3.83,-4.78,-5.74,-6.7,-7.65,-8.61,-9.57,-10.52,-11.48
1.14,-0.95,19.444107,-99.118995,-3.81,-4.76,-5.71,-6.66,-7.61,-8.56,-9.51,-10.47,-11.42
1.23,-0.95,19.444116,-99.118988,-3.78,-4.73,-5.68,-6.62,-7.57,-8.51,-9.46,-10.4,-11.35
1.33,-0.94,19.444126,-99.11898,-3.76,-4.7,-5.64,-6.58,-7.52,-8.46,-9.4,-10.34,-11.28
1.42,-0.93,19.444135,-99.118972,-3.74,-4.67,-5.6,-6.54,-7.47,-8.41,-9.34,-10.27,-11.21
1.51,-0.93,19.444145,-99.118965,-3.71,-4.64,-5.57,-6.49,-7.42,-8.35,-9.28,-10.2,-11.13
1.61,-0.92,19.444154,-99.118957,-3.68,-4.6,-5.53,-6.45,-7.37,-8.29,-9.21,-10.13,-11.05
1.70,-0.91,19.444164,-99.118949,-3.66,-4.57,-5.48,-6.4,-7.31,-8.23,-9.14,-10.05,-10.97
1.80,-0.91,19.444173,-99.118942,-3.63,-4.53,-5.44,-6.35,-7.25,-8.16,-9.07,-9.97,-10.88
1.89,-0.9,19.444183,-99.118934,-3.6,-4.5,-5.4,-6.29,-7.19,-8.09,-8.99,-9.89,-10.79
1.99,-0.89,19.444192,-99.118927,-3.57,-4.46,-5.35,-6.24,-7.13,-8.02,-8.92,-9.81,-10.7
2.08,-0.88,19.444202,-99.118919,-3.53,-4.42,-5.3,-6.18,-7.07,-7.95,-8.83,-9.72,-10.6
2.17,-0.88,19.444211,-99.118911,-3.5,-4.38,-5.25,-6.13,-7,-7.88,-8.75,-9.63,-10.5
2.27,-0.87,19.444221,-99.118904,-3.47,-4.33,-5.2,-6.07,-6.93,-7.8,-8.67,-9.53,-10.4
2.36,-0.86,19.444231,-99.118896,-3.43,-4.29,-5.15,-6,-6.86,-7.72,-8.58,-9.44,-10.29
2.45,-0.85,19.44424,-99.118888,-3.39,-4.24,-5.09,-5.94,-6.79,-7.64,-8.49,-9.34,-10.18
2.55,-0.84,19.44425,-99.118881,-3.36,-4.2,-5.04,-5.88,-6.71,-7.55,-8.39,-9.23,-10.07
2.64,-0.83,19.444259,-99.118873,-3.32,-4.15,-4.98,-5.81,-6.64,-7.47,-8.3,-9.13,-9.96
