0.00,0.82,1.64,2.46,3.28,4.09,4.91,5.73,6.55,7.37,8.19,9.01,9.83
0.07,0.83,1.66,2.49,3.32,4.14,4.97,5.8,6.63,7.46,8.29,9.12,9.95
0.14,0.84,1.68,2.52,3.35,4.19,5.03,5.87,6.71,7.55,8.38,9.22,10.06
0.21,0.85,1.7,2.54,3.39,4.24,5.09,5.93,6.78,7.63,8.48,9.33,10.17
0.29,0.86,1.71,2.57,3.43,4.28,5.14,6,6.86,7.71,8.57,9.43,10.28
0.36,0.87,1.73,2.6,3.46,4.33,5.19,6.06,6.93,7.79,8.66,9.52,10.39
0.43,0.87,1.75,2.62,3.5,4.37,5.25,6.12,6.99,7.87,8.74,9.62,10.49
0.50,0.88,1.77,2.65,3.53,4.41,5.3,6.18,7.06,7.94,8.83,9.71,10.59
0.57,0.89,1.78,2.67,3.56,4.45,5.34,6.24,7.13,8.02,8.91,9.8,10.69
0.64,0.9,1.8,2.7,3.59,4.49,5.39,6.29,7.19,8.09,8.99,9.88,10.78
0.72,0.91,1.81,2.72,3.62,4.53,5.44,6.34,7.25,8.15,9.06,9.97,10.87
0.79,0.91,1.83,2.74,3.65,4.57,5.48,6.39,7.31,8.22,9.13,10.05,10.96
0.86,0.92,1.84,2.76,3.68,4.6,5.52,6.44,7.36,8.28,9.2,10.12,11.04
0.93,0.93,1.85,2.78,3.71,4.63,5.56,6.49,7.42,8.34,9.27,10.2,11.12
1.01,0.93,1.87,2.8,3.73,4.67,5.6,6.53,7.47,8.4,9.33,10.27,11.2
1.08,0.94,1.88,2.82,3.76,4.7,5.64,6.58,7.52,8.46,9.39,10.33,11.27
1.15,0.95,1.89,2.84,3.78,4.73,5.67,6.62,7.56,8.51,9.45,10.4,11.34
1.23,0.95,1.9,2.85,3.8,4.75,5.71,6.66,7.61,8.56,9.51,10.46,11.41
1.30,0.96,1.91,2.87,3.82,4.78,5.74,6.69,7.65,8.61,9.56,10.52,11.47
1.37,0.96,1.92,2.88,3.84,4.81,5.77,6.73,7.69,8.65,9.61,10.57,11.53
1.44,0.97,1.93,2.9,3.86,4.83,5.79,6.76,7.73,8.69,9.66,10.62,11.59
1.52,0.97,1.94,2.91,3.88,4.85,5.82,6.79,7.76,8.73,9.7,10.67,11.64
1.59,0.97,1.95,2.92,3.9,4.87,5.85,6.82,7.79,8.77,9.74,10.72,11.69
1.66,0.98,1.96,2.93,3.91,4.89,5.87,6.85,7.82,8.8,9.78,10.76,11.74
1.73,0.98,1.96,2.94,3.93,4.91,5.89,6.87,7.85,8.83,9.81,10.8,11.78
1.81,0.98,1.97,2.95,3.94,4.92,5.91,6.89,7.88,8.86,9.85,10.83,11.82
1.88,0.99,1.98,2.96,3.95,4.94,5.93,6.91,7.9,8.89,9.88,10.86,11.85
1.95,0.99,1.98,2.97,3.96,4.95,5.94,6.93,7.92,8.91,9.9,10.89,11.88
2.03,0.99,1.98,2.98,3.97,4.96,5.95,6.95,7.94,8.93,9.92,10.92,11.91
0.00,0.96,1.91,2.87,3.83,4.78,5.74,6.7,7.65,8.61,9.57,10.52,11.48
0.07,0.95,1.9,2.85,3.81,4.76,5.71,6.66,7.61,8.56,9.51,10.46,11.42
0.14,0.95,1.89,2.84,3.78,4.73,5.67,6.62,7.57,8.51,9.46,10.4,11.35
0.22,0.94,1.88,2.82,3.76,4.7,5.64,6.58,7.52,8.46,9.4,10.34,11.28
0.29,0.93,1.87,2.8,3.74,4.67,5.6,6.54,7.47,8.41,9.34,10.27,11.21
0.36,0.93,1.86,2.78,3.71,4.64,5.57,6.49,7.42,8.35,9.28,10.2,11.13
0.44,0.92,1.84,2.76,3.68,4.6,5.53,6.45,7.37,8.29,9.21,10.13,11.05
0.51,0.91,1.83,2.74,3.66,4.57,5.48,6.4,7.31,8.23,9.14,10.05,10.97
0.58,0.91,1.81,2.72,3.63,4.53,5.44,6.35,7.25,8.16,9.07,9.97,10.88
0.65,0.9,1.8,2.7,3.6,4.5,5.4,6.29,7.19,8.09,8.99,9.89,10.79
0.73,0.89,1.78,2.67,3.57,4.46,5.35,6.24,7.13,8.02,8.91,9.81,10.7
0.80,0.88,1.77,2.65,3.53,4.42,5.3,6.18,7.07,7.95,8.83,9.72,10.6
0.87,0.88,1.75,2.63,3.5,4.38,5.25,6.13,7,7.88,8.75,9.63,10.5
0.94,0.87,1.73,2.6,3.47,4.33,5.2,6.07,6.93,7.8,8.67,9.53,10.4
1.01,0.86,1.72,2.57,3.43,4.29,5.15,6,6.86,7.72,8.58,9.43,10.29
1.08,0.85,1.7,2.55,3.39,4.24,5.09,5.94,6.79,7.64,8.49,9.33,10.18
1.16,0.84,1.68,2.52,3.36,4.2,5.04,5.87,6.71,7.55,8.39,9.23,10.07
1.23,0.83,1.66,2.49,3.32,4.15,4.98,5.81,6.64,7.47,8.3,9.13,9.96
1.30,0.82,1.64,2.46,3.28,4.1,4.92,5.74,6.56,7.38,8.2,9.02,9.84
1.37,0.81,1.62,2.43,3.24,4.05,4.86,5.67,6.48,7.29,8.1,8.91,9.72
1.44,0.8,1.6,2.4,3.2,4,4.8,5.6,6.39,7.19,7.99,8.79,9.59
1.51,0.79,1.58,2.37,3.15,3.94,4.73,5.52,6.31,7.1,7.89,8.68,9.46
1.58,0.78,1.56,2.33,3.11,3.89,4.67,5.45,6.22,7,7.78,8.56,9.33
1.65,0.77,1.53,2.3,3.07,3.83,4.6,5.37,6.13,6.9,7.67,8.43,9.2
