0.00,0.04,19.425882,-99.133575,0.15,0.18,0.22,0.26,0.29,0.33,0.36,0.4,0.44
0.08,0.02,19.425891,-99.133567,0.08,0.1,0.11,0.13,0.15,0.17,0.19,0.21,0.23
0.16,0,19.425901,-99.13356,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02
0.24,-0.02,19.42591,-99.133552,-0.06,-0.08,-0.1,-0.11,-0.13,-0.14,-0.16,-0.17,-0.19
0.34,-0.03,19.42592,-99.133544,-0.13,-0.17,-0.2,-0.23,-0.27,-0.3,-0.33,-0.37,-0.4
0.43,-0.05,19.42593,-99.133537,-0.2,-0.25,-0.3,-0.36,-0.41,-0.46,-0.51,-0.56,-0.61
0.52,-0.07,19.425939,-99.133529,-0.27,-0.34,-0.41,-0.48,-0.55,-0.61,-0.68,-0.75,-0.82
0.61,-0.09,19.425949,-99.133522,-0.34,-0.43,-0.51,-0.6,-0.68,-0.77,-0.86,-0.94,-1.03
0.70,-0.1,19.425958,-99.133514,-0.41,-0.51,-0.62,-0.72,-0.82,-0.93,-1.03,-1.13,-1.23
0.79,-0.12,19.425968,-99.133506,-0.48,-0.6,-0.72,-0.84,-0.96,-1.08,-1.2,-1.32,-1.44
0.88,-0.14,19.425977,-99.133499,-0.55,-0.69,-0.83,-0.96,-1.1,-1.24,-1.38,-1.51,-1.65
0.98,-0.15,19.425987,-99.133491,-0.62,-0.77,-0.93,-1.08,-1.24,-1.39,-1.55,-1.7,-1.86
1.07,-0.17,19.425996,-99.133483,-0.69,-0.86,-1.03,-1.2,-1.38,-1.55,-1.72,-1.89,-2.06
1.16,-0.19,19.426006,-99.133476,-0.76,-0.95,-1.13,-1.32,-1.51,-1.7,-1.89,-2.08,-2.27
1.25,-0.21,19.426015,-99.133468,-0.82,-1.03,-1.24,-1.44,-1.65,-1.86,-2.06,-2.27,-2.47
1.34,-0.22,19.426025,-99.13346,-0.89,-1.12,-1.34,-1.56,-1.79,-2.01,-2.23,-2.46,-2.68
1.43,-0.24,19.426034,-99.133453,-0.96,-1.2,-1.44,-1.68,-1.92,-2.16,-2.4,-2.64,-2.88
1.53,-0.26,19.426044,-99.133445,-1.03,-1.29,-1.54,-1.8,-2.06,-2.31,-2.57,-2.83,-3.09
1.62,-0.27,19.426054,-99.133438,-1.1,-1.37,-1.64,-1.92,-2.19,-2.47,-2.74,-3.01,-3.29
1.71,-0.29,19.426063,-99.13343,-1.16,-1.45,-1.74,-2.03,-2.33,-2.62,-2.91,-3.2,-3.49
1.80,-0.31,19.426073,-99.133422,-1.23,-1.54,-1.84,-2.15,-2.46,-2.77,-3.07,-3.38,-3.69
1.89,-0.32,19.426082,-99.133415,-1.3,-1.62,-1.94,-2.27,-2.59,-2.92,-3.24,-3.56,-3.89
1.98,-0.34,19.426092,-99.133407,-1.36,-1.7,-2.04,-2.38,-2.72,-3.06,-3.4,-3.74,-4.08
2.07,-0.36,19.426101,-99.133399,-1.43,-1.78,-2.14,-2.5,-2.85,-3.21,-3.57,-3.92,-4.28
2.17,-0.37,19.426111,-99.133392,-1.49,-1.86,-2.24,-2.61,-2.98,-3.36,-3.73,-4.1,-4.48
2.26,-0.39,19.42612,-99.133384,-1.56,-1.95,-2.33,-2.72,-3.11,-3.5,-3.89,-4.28,-4.67
2.35,-0.41,19.42613,-99.133377,-1.62,-2.03,-2.43,-2.84,-3.24,-3.65,-4.05,-4.46,-4.86
2.44,-0.42,19.426139,-99.133369,-1.68,-2.1,-2.53,-2.95,-3.37,-3.79,-4.21,-4.63,-5.05
2.53,-0.44,19.426149,-99.133361,-1.75,-2.18,-2.62,-3.06,-3.49,-3.93,-4.37,-4.8,-5.24
2.62,-0.45,19.426158,-99.133354,-1.81,-2.26,-2.71,-3.17,-3.62,-4.07,-4.52,-4.98,-5.43
2.72,-0.47,19.426168,-99.133346,-1.87,-2.34,-2.81,-3.27,-3.74,-4.21,-4.68,-5.15,-5.61
2.81,-0.48,19.426177,-99.133338,-1.93,-2.42,-2.9,-3.38,-3.87,-4.35,-4.83,-5.32,-5.8
2.90,-0.5,19.426187,-99.133331,-1.99,-2.49,-2.99,-3.49,-3.99,-4.49,-4.98,-5.48,-5.98
2.99,-0.51,19.426197,-99.133323,-2.05,-2.57,-3.08,-3.59,-4.11,-4.62,-5.13,-5.65,-6.16
3.08,-0.53,19.426206,-99.133316,-2.11,-2.64,-3.17,-3.7,-4.23,-4.75,-5.28,-5.81,-6.34
3.17,-0.54,19.426216,-99.133308,-2.17,-2.72,-3.26,-3.8,-4.34,-4.89,-5.43,-5.97,-6.52
3.26,-0.56,19.426225,-99.1333,-2.23,-2.79,-3.35,-3.9,-4.46,-5.02,-5.58,-6.13,-6.69
3.36,-0.57,19.426235,-99.133293,-2.29,-2.86,-3.43,-4,-4.58,-5.15,-5.72,-6.29,-6.86
3.45,-0.59,19.426244,-99.133285,-2.34,-2.93,-3.52,-4.1,-4.69,-5.28,-5.86,-6.45,-7.03
3.54,-0.6,19.426254,-99.133277,-2.4,-3,-3.6,-4.2,-4.8,-5.4,-6,-6.6,-7.2
3.63,-0.61,19.426263,-99.13327,-2.46,-3.07,-3.68,-4.3,-4.91,-5.53,-6.14,-6.76,-7.37
3.72,-0.63,19.426273,-99.133262,-2.51,-3.14,-3.77,-4.39,-5.02,-5.65,-6.28,-6.91,-7.53
3.81,-0.64,19.426282,-99.133255,-2.57,-3.21,-3.85,-4.49,-5.13,-5.77,-6.41,-7.05,-7.7
3.91,-0.65,19.426292,-99.133247,-2.62,-3.27,-3.93,-4.58,-5.24,-5.89,-6.55,-7.2,-7.85
4.00,-0.67,19.426301,-99.133239,-2.67,-3.34,-4.01,-4.67,-5.34,-6.01,-6.68,-7.34,-8.01
4.09,-0.68,19.426311,-99.133232,-2.72,-3.4,-4.08,-4.76,-5.44,-6.12,-6.81,-7.49,-8.17
4.18,-0.69,19.426321,-99.133224,-2.77,-3.47,-4.16,-4.85,-5.55,-6.24,-6.93,-7.63,-8.32
4.27,-0.71,19.42633,-99.133216,-2.82,-3.53,-4.23,-4.94,-5.65,-6.35,-7.06,-7.76,-8.47
4.36,-0.72,19.42634,-99.133209,-2.87,-3.59,-4.31,-5.03,-5.74,-6.46,-7.18,-7.9,-8.62
4.45,-0.73,19.426349,-99.133201,-2.92,-3.65,-4.38,-5.11,-5.84,-6.57,-7.3,-8.03,-8.76
4.55,-0.74,19.426359,-99.133193,-2.97,-3.71,-4.45,-5.19,-5.93,-6.68,-7.42,-8.16,-8.9
4.64,-0.75,19.426368,-99.133186,-3.01,-3.77,-4.52,-5.27,-6.03,-6.78,-7.53,-8.29,-9.04
4.73,-0.76,19.426378,-99.133178,-3.06,-3.82,-4.59,-5.35,-6.12,-6.88,-7.65,-8.41,-9.18
4.82,-0.78,19.426387,-99.133171,-3.1,-3.88,-4.66,-5.43,-6.21,-6.98,-7.76,-8.53,-9.31
4.91,-0.79,19.426397,-99.133163,-3.15,-3.93,-4.72,-5.51,-6.29,-7.08,-7.87,-8.65,-9.44
5.00,-0.8,19.426406,-99.133155,-3.19,-3.99,-4.78,-5.58,-6.38,-7.18,-7.97,-8.77,-9.57
